trial,CID,SID,GID,TID
SA11,279807,61,3855011,16447
SA12,279807,61,3855011,17310
SA16,279807,61,3855011,19373
SA17,279807,61,3855011,19658
SA18,279807,61,3855011,19373
SA19,279807,61,3855011,120235
SA20,279807,61,3855011,120529
SA11,279826,68,3855122,16447
SA12,279826,68,3855122,17310
SA22,320358,57,3872194,43891
SA23,320358,57,3872194,44618
SA24,320358,57,3872194,45329
ES24,67613,97,4057141,16449
ES26,67613,97,4057141,40007
ES28,343585,63,4755014,40420
ES35,343585,63,4755014,43890
ES36,343585,63,4755014,44617
ES28,361684,201,4763834,40420
ES31,361684,201,4763834,41098
ES27,420703,30,4905617,40205
ES29,420703,30,4905617,40590
ES32,420703,30,4905617,41481
SA16,422247,36,4906328,19373
SA18,422247,36,4906328,19373
SA16,454533,370,4948491,19373
SA18,454533,370,4948491,19373
SA5,39361,403,4970584,8284
SA7,39361,403,4970584,10556
SA16,306489,341,5174606,19373
SA17,306489,341,5174606,19658
SA18,306489,341,5174606,19373
SA16,428648,78,5342983,19373
SA18,428648,78,5342983,19373
SA16,428603,31,5343204,19373
SA18,428603,31,5343204,19373
SA16,428603,29,5343206,19373
SA18,428603,29,5343206,19373
SA16,428600,40,5343245,19373
SA18,428600,40,5343245,19373
SA16,428589,38,5343379,19373
SA18,428589,38,5343379,19373
SA16,428553,130,5343410,19373
SA18,428553,130,5343410,19373
SA16,426091,36,5344030,19373
SA18,426091,36,5344030,19373
SA16,425892,39,5344309,19373
SA18,425892,39,5344309,19373
SA16,425889,42,5344321,19373
SA18,425889,42,5344321,19373
SA16,425873,61,5344385,19373
SA18,425873,61,5344385,19373
SA16,425873,59,5344387,19373
SA18,425873,59,5344387,19373
SA16,425852,45,5344429,19373
SA18,425852,45,5344429,19373
SA16,425852,42,5344432,19373
SA18,425852,42,5344432,19373
SA16,425817,62,5344449,19373
SA18,425817,62,5344449,19373
SA16,423283,96,5344898,19373
SA18,423283,96,5344898,19373
SA16,423283,86,5344908,19373
SA18,423283,86,5344908,19373
SA16,423249,54,5344976,19373
SA18,423249,54,5344976,19373
SA16,423191,42,5345109,19373
SA18,423191,42,5345109,19373
SA16,423186,34,5345116,19373
SA18,423186,34,5345116,19373
SA16,423186,30,5345120,19373
SA18,423186,30,5345120,19373
SA16,423185,24,5345121,19373
SA18,423185,24,5345121,19373
SA16,414559,29,5345783,19373
SA18,414559,29,5345783,19373
SA16,411101,55,5345899,19373
SA18,411101,55,5345899,19373
SA16,411101,52,5345902,19373
SA18,411101,52,5345902,19373
SA16,394715,144,5347445,19373
SA18,394715,144,5347445,19373
SA16,394699,40,5347450,19373
SA18,394699,40,5347450,19373
ES29,459355,73,5390612,40590
ES30,459355,73,5390612,40807
ES34,459355,73,5390612,42576
SA22,459355,73,5390612,43891
ES29,448408,124,5398190,40590
ES30,448408,124,5398190,40807
ES29,448402,63,5398434,40590
ES30,448402,63,5398434,40807
ES30,448400,62,5398530,40807
ES31,448400,62,5398530,41098
ES32,448400,62,5398530,41481
ES33,448400,62,5398530,41928
ES34,448400,62,5398530,42576
ES35,448400,62,5398530,43890
SA16,373182,235,5421764,19373
SA18,373182,235,5421764,19373
SA16,386097,154,5421959,19373
SA18,386097,154,5421959,19373
SA16,386344,133,5422046,19373
SA18,386344,133,5422046,19373
SA17,473251,30,5435924,19658
SA19,473251,30,5435924,120235
SA20,473251,30,5435924,120529
SA16,394070,111,5636557,19373
SA18,394070,111,5636557,19373
SA16,366109,125,5636560,19373
SA18,366109,125,5636560,19373
SA19,506830,99,6001014,120235
SA20,506830,99,6001014,120529
SA19,496096,39,6001673,120235
SA20,496096,39,6001673,120529
SA19,496096,41,6001675,120235
SA20,496096,41,6001675,120529
SA21,520212,13,6174860,42581
SA24,520212,13,6174860,45329
ES33,520227,46,6174889,41928
SA21,520227,46,6174889,42581
ES34,520792,37,6175067,42576
SA21,520792,37,6175067,42581
SA21,516634,45,6176225,42581
SA24,516634,45,6176225,45329
SA25,516634,45,6176225,46172
ES33,516682,16,6176334,41928
SA21,516682,16,6176334,42581
ES34,516702,40,6176368,42576
ES37,516702,40,6176368,45328
ES38,516702,40,6176368,46171
ES33,516641,62,6179255,41928
SA21,516641,62,6179255,42581
ES34,524381,89,6332122,42576
ES37,524381,89,6332122,45328
ES34,524510,63,6333158,42576
SA22,524510,63,6333158,43891
SA23,524510,63,6333158,44618
ES34,525424,84,6341870,42576
ES37,525424,84,6341870,45328
ES38,525424,84,6341870,46171
SA21,534026,212,6624418,42581
SA24,534026,212,6624418,45329
SA22,537240,51,6683244,43891
SA25,537240,51,6683244,46172
SA22,536958,48,6684042,43891
SA25,536958,48,6684042,46172
ES36,557028,13,6933502,44617
ES38,557028,13,6933502,46171
ES35,414815,163,7213309,43890
ES36,414815,163,7213309,44617
ES4,6831,33,775,6863
ES8,7593,18,2166,6867
ES14,7593,5,2167,5431
SA1,7624,0,2457,5428
SA7,709,1,3400,10556
ES3,7691,1,3889,6862
ES2,7691,33,5131,6861
ES7,6977,3,6387,6866
ES10,7799,0,12961,6869
ES7,7691,39,13350,6866
ES1,7691,10,13646,6860
ES6,7506,5,13662,6865
ES3,7676,13,13767,6862
ES3,7027,23,14431,6862
ES12,5458,1,15292,3034
SA1,2565,3,16170,5428
ES8,7739,4,19627,6867
ES13,7739,6,20010,2838
ES4,7691,85,20424,6863
ES16,558,1,20585,6806
ES7,7114,4,20934,6866
ES1,7668,6,24314,6860
ES8,50955,8,30374,6867
ES19,1382,1,30709,9267
ES7,23190,4,31089,6866
SA1,9329,6,41372,5428
ES7,7866,42,41418,6866
ES9,8050,9,41484,6868
ES12,7506,15,41660,3034
ES11,8186,24,41669,2982
ES7,7819,7,41686,6866
ES10,7817,13,41700,6869
ES7,50799,65,41709,6866
ES6,7506,19,41750,6865
ES5,8918,5,41800,6864
SA2,8041,6,41830,6437
ES11,8198,5,42066,2982
ES7,7506,17,42083,6866
ES7,7832,11,42158,6866
ES12,8199,6,42237,3034
ES9,7655,12,43154,6868
ES12,9346,8,43789,3034
ES12,7847,7,62114,3034
ES8,7896,18,62150,6867
SA1,8456,11,62427,5428
ES9,7689,10,62587,6868
ES14,8130,5,62603,5431
ES11,9704,7,62627,2982
ES15,8890,11,62633,6435
ES9,7896,12,64869,6868
ES14,8105,92,65038,5431
ES6,7624,33,65504,6865
SA2,21642,13,66925,6437
SA3,7414,205,72533,6822
ES12,8207,8,77205,3034
ES15,58904,6,77230,6435
ES15,58905,6,77246,6435
ES15,58908,6,77310,6435
ES15,58910,11,77331,6435
SA3,9329,15,77500,6822
ES16,72392,0,78690,6806
ES10,8170,5,79693,6869
SA1,21459,29,80496,5428
ES12,9335,15,80506,3034
SA4,8145,7,80512,7509
SA1,9317,7,80559,5428
ES16,9339,19,80662,6806
ES15,8654,5,80836,6435
ES6,9047,12,82844,6865
ES13,8890,30,83123,2838
SA4,7931,11,85138,7509
ES15,21658,56,85244,6435
ES13,8238,5,85331,2838
ES15,8105,41,85465,6435
ES14,8703,67,85646,5431
ES15,20570,303,85676,6435
ES15,20573,742,85711,6435
ES15,20679,536,85741,6435
ES15,54395,6,85786,6435
SA3,8216,9,85852,6822
SA4,21248,8,85897,7509
ES15,21248,14,85899,6435
ES9,53179,6,86162,6868
ES10,8169,5,86180,6869
ES8,9022,7,86394,6867
ES10,9704,5,86582,6869
ES15,72351,12,86783,6435
ES9,7866,52,86954,6868
ES16,8890,5,87107,6806
ES8,8127,5,87507,6867
SA1,8451,7,88208,5428
SA2,20570,583,88404,6437
SA2,8564,303,88412,6437
SA3,8703,92,88418,6822
SA2,8703,22,88425,6437
SA2,20646,287,88436,6437
SA2,21353,90,88442,6437
SA2,9319,5,88448,6437
SA2,54408,22,88470,6437
SA4,8785,39,88498,7509
SA2,8568,47,88509,6437
SA2,23371,119,88517,6437
SA2,20569,606,88552,6437
SA2,20570,301,88560,6437
SA2,20570,549,88568,6437
SA4,19277,704,88579,7509
SA2,19277,676,88584,6437
SA2,20593,321,88598,6437
SA4,20573,743,88606,7509
SA2,20562,14,88631,6437
SA2,20581,83,88650,6437
SA2,20614,226,88658,6437
SA2,17361,230,88666,6437
SA2,17361,224,88674,6437
SA2,20644,182,88682,6437
SA2,20199,297,88701,6437
SA2,20894,54,88710,6437
SA2,8216,14,88715,6437
SA2,25646,4,88719,6437
ES15,8706,6,88809,6435
ES12,21659,4,89491,3034
ES14,21594,182,89762,5431
ES16,21633,32,96458,6806
ES15,8105,50,96495,6435
ES7,7691,100,96619,6866
ES11,8120,14,97120,2982
ES15,8520,78,97127,6435
SA2,8235,16,97474,6437
ES9,8310,31,97487,6868
ES16,95644,0,103122,6806
ES15,8107,28,106657,6435
ES15,8195,33,106844,6435
ES14,22783,29,106875,5431
ES14,20187,164,107017,5431
ES15,38339,178,107052,6435
ES15,38340,120,107059,6435
ES15,38358,140,107086,6435
ES15,38377,133,107103,6435
ES16,95757,7,107131,6806
ES15,19652,40,108014,6435
ES14,8626,12,126114,5431
SA3,113564,0,126306,6822
ES16,113566,0,126308,6806
ES16,113567,0,126309,6806
SA6,111989,4,128567,9269
SA3,122505,-1,128843,6822
SA3,95668,1,130092,6822
ES16,21597,476,130562,6806
ES7,7691,260,133128,6866
SA3,23371,5,143009,6822
SA3,19715,376,143017,6822
ES16,27324,43,143023,6806
ES18,31155,71,143050,8281
ES17,48579,21,143058,7510
ES16,65866,5,143067,6806
ES16,19652,451,143808,6806
ES16,19652,455,143844,6806
ES13,8109,82,143989,2838
SA3,23371,136,144543,6822
SA3,8626,42,144554,6822
SA3,20569,835,144568,6822
SA3,19277,1093,144612,6822
SA3,19811,1061,144656,6822
ES14,8626,14,144880,5431
ES17,19923,186,168060,7510
ES15,20187,163,168154,6435
ES18,38358,124,168524,8281
ES17,122665,6,168614,7510
ES16,53328,23,168912,6806
ES16,20894,92,168924,6806
ES16,20894,99,168939,6806
ES18,11919,10,168945,8281
ES16,8109,94,169164,6806
SA4,8656,152,169387,7509
SA3,21172,29,170023,6822
SA4,8564,362,170046,7509
SA4,20894,104,170062,7509
SA4,19277,1094,170091,7509
ES17,53353,512,170744,7510
SA5,54002,169,170752,8284
ES15,21597,194,170862,6435
SA6,24762,3,197185,9269
ES16,8832,31,217451,6806
ES16,8832,27,217562,6806
ES17,4637,1,217726,7510
ES17,87565,1,217745,7510
ES18,84629,2,217754,8281
ES17,165960,4,217777,7510
ES18,31155,187,218554,8281
SA5,54002,170,218678,8284
ES17,49437,103,218794,7510
ES16,95648,1,220384,6806
ES16,94872,2,220399,6806
SA3,8664,10,222344,6822
SA4,26644,36,222353,7509
SA4,8814,111,222375,7509
SA4,8792,30,222379,7509
SA4,38529,142,222391,7509
SA4,38540,68,222397,7509
SA4,38576,71,222403,7509
SA4,38599,48,222409,7509
SA4,68814,155,222415,7509
ES6,7506,21,222439,6865
SA4,20614,355,222445,7509
SA4,28263,29,222459,7509
ES15,20569,586,222490,6435
SA4,38584,135,222508,7509
SA4,20072,57,222521,7509
SA4,8889,95,222531,7509
SA4,38536,30,222552,7509
SA3,20573,1003,222567,6822
SA1,8668,22,222586,5428
SA4,38350,65,222606,7509
ES19,4746,1,222693,9267
SA6,20894,501,268832,9269
ES19,48041,117,269000,9267
SA5,20573,1019,270393,8284
SA5,18961,420,270402,8284
SA5,26935,243,270406,8284
SA5,18974,75,270428,8284
SA5,38523,21,270453,8284
SA5,30956,341,270463,8284
SA3,20646,506,270484,6822
SA5,14005,74,270559,8284
SA5,20894,504,270624,8284
SA5,54002,243,270639,8284
SA11,88241,1,270673,16447
SA5,17393,628,271579,8284
ES17,65198,166,292907,7510
ES18,31155,88,294614,8281
ES18,14143,179,294705,8281
ES18,14189,326,294724,8281
ES18,49432,109,294818,8281
ES17,49432,91,294834,7510
ES18,49434,555,294881,8281
ES18,49434,556,294897,8281
ES18,65192,177,294910,8281
ES18,65203,177,294940,8281
ES20,65211,172,295026,10553
ES22,25640,14,295191,13539
ES16,65989,12,295261,6806
ES19,274807,1,295296,9267
SA7,19715,735,297223,10556
SA7,8420,14,297258,10556
ES4,6225,61,304136,6863
ES2,7479,12,305029,6861
ES16,19923,198,321131,6806
ES17,26944,24,321397,7510
ES17,48494,23,321487,7510
ES22,65970,5,321614,13539
SA5,19007,269,324715,8284
SA4,21353,92,324966,7509
SA6,31046,711,325168,9269
SA6,48445,155,325179,9269
ES17,122672,83,326413,7510
ES19,63500,165,342231,9267
ES18,65211,175,342284,8281
ES19,67297,23,342336,9267
ES19,73509,49,342374,9267
ES19,71635,134,343215,9267
ES4,7589,7,345434,6863
SA1,8631,17,345692,5428
ES2,7136,34,346013,6861
SA6,20558,46,346148,9269
SA6,20576,154,346153,9269
SA6,19811,1149,346168,9269
SA6,14345,182,346212,9269
SA6,14367,135,346227,9269
SA6,30956,378,346260,9269
SA6,44091,66,346294,9269
SA6,52429,27,346303,9269
SA6,38599,53,346370,9269
SA6,49395,844,346394,9269
SA6,49447,154,346403,9269
SA6,54010,185,346459,9269
SA6,75495,122,346479,9269
SA6,75517,244,346493,9269
ES19,68815,220,353782,9267
ES19,67706,95,355408,9267
ES19,73509,50,355411,9267
SA6,122671,247,358209,9269
ES20,64955,44,358856,10553
ES19,122455,9,359354,9267
ES20,64990,213,367751,10553
ES20,67706,94,367789,10553
ES21,103133,65,369670,12008
ES20,65178,258,369679,10553
ES21,113868,339,373045,12008
ES21,82998,237,373101,12008
ES7,7691,63,376770,6866
ES21,113390,3,376790,12008
ES20,122452,6,377165,10553
ES19,69587,27,377246,9267
ES19,71636,81,377276,9267
ES26,355542,1,385942,40007
SA6,31046,714,389183,9269
ES18,162500,1,390845,8281
ES18,8704,22,390866,8281
SA6,31046,712,390895,9269
SA7,9370,12,390966,10556
ES21,334608,1,391721,12008
ES18,113590,15,392884,8281
ES18,21321,201,392956,8281
ES18,38339,323,392959,8281
ES17,48609,498,393017,7510
ES20,48484,45,393281,10553
ES20,160593,43,393298,10553
SA7,8349,22,393392,10556
SA7,68951,36,393402,10556
SA7,19927,243,393406,10556
SA7,38340,170,393415,10556
ES1,7027,152,412348,6860
ES1,7027,138,412360,6860
ES2,7027,14,412450,6861
ES17,7090,99,412956,7510
ES6,7136,21,413235,6865
ES1,7161,34,413298,6860
ES2,7161,7,413317,6861
ES2,7414,66,415066,6861
ES2,7414,238,415173,6861
ES5,7423,16,416019,6864
ES1,7435,6,416227,6860
ES4,7479,5,416396,6863
ES1,7528,6,416773,6860
ES6,7580,9,418273,6865
ES1,7580,24,418280,6860
ES2,7589,41,418347,6861
ES3,7589,34,418354,6862
ES1,7631,16,418846,6860
ES1,7631,14,418852,6860
ES1,7668,42,419372,6860
ES2,7668,37,419380,6861
ES1,7671,4,419410,6860
ES3,7673,46,419528,6862
ES1,7680,113,419903,6860
ES1,7684,25,420055,6860
ES3,7684,15,420071,6862
ES5,7688,59,420125,6864
ES6,7688,29,420153,6865
ES4,7688,24,420158,6863
ES9,7689,17,420213,6868
ES1,7691,769,420679,6860
ES7,7691,320,421018,6866
ES6,7691,319,421022,6865
ES1,7693,9,421213,6860
ES2,7714,20,421337,6861
ES2,7737,11,421442,6861
ES9,7739,39,421747,6868
ES9,7739,36,421749,6868
ES5,7741,54,421919,6864
ES1,7760,9,421963,6860
ES2,7760,5,422005,6861
ES10,7778,9,422211,6869
ES7,7778,6,422212,6866
ES7,7786,6,422381,6866
ES1,7811,28,422965,6860
ES5,7811,7,422983,6864
ES7,7818,31,423133,6866
ES7,7818,15,423143,6866
ES2,7819,40,423200,6861
ES6,7832,8,423348,6865
ES2,7836,11,423409,6861
ES7,7847,171,423671,6866
ES7,7847,169,423673,6866
ES1,7855,10,423804,6860
ES3,7877,55,424673,6862
ES3,7877,24,424700,6862
ES2,7877,20,424702,6861
ES25,7896,410,424741,17309
ES5,8018,32,427258,6864
ES6,8021,69,427366,6865
ES5,8023,5,427520,6864
ES8,8030,10,427650,6867
ES6,8030,6,427668,6865
ES11,8040,15,427918,2982
ES9,8059,19,428238,6868
ES10,8073,14,428965,6869
ES8,8076,14,428988,6867
ES9,8086,42,429101,6868
ES9,8089,15,429247,6868
ES8,8093,8,429726,6867
ES9,8104,41,430048,6868
ES13,8105,19,430154,2838
ES13,8105,69,430174,2838
ES8,8105,9,430433,6867
ES6,8120,32,431082,6865
ES6,8129,18,431413,6865
ES8,8129,8,431424,6867
SA5,8130,126,431445,8284
ES9,8144,16,431742,6868
ES9,8148,30,432043,6868
ES11,8186,14,433740,2982
ES10,8197,11,434111,6869
ES14,8199,14,434148,5431
ES6,8256,8,434655,6865
SA7,8276,782,435387,10556
SA7,8345,52,437081,10556
ES5,8408,24,438163,6864
SA7,8420,30,438261,10556
ES9,8420,17,438273,6868
ES8,8424,8,438323,6867
ES9,8436,51,438760,6868
ES9,8436,28,438770,6868
ES15,8548,30,443483,6435
SA1,8568,191,445753,5428
SA1,8631,19,448527,5428
SA1,8640,87,449286,5428
ES15,8656,33,450448,6435
ES15,8656,54,450770,6435
SA1,8683,16,451760,5428
SA1,8703,107,453894,5428
ES15,8703,61,454059,6435
ES15,8779,14,455538,6435
SA1,8789,18,455995,5428
ES9,8875,6,457982,6868
ES13,8890,16,460142,2838
ES3,8918,16,460689,6862
ES5,8918,12,460693,6864
ES6,8918,10,460695,6865
ES2,8945,18,460960,6861
SA1,9334,5,471368,5428
SA3,9337,17,471402,6822
ES12,9339,21,471420,3034
ES12,9368,24,471785,3034
ES17,11919,30,480143,7510
ES17,12759,14,480914,7510
SA6,13590,186,486816,9269
SA5,13918,164,498834,8284
SA5,14107,105,510934,8284
ES17,14143,181,512731,7510
SA5,14189,337,515272,8284
ES17,14339,148,520702,7510
ES18,14863,9,527773,8281
SA5,15485,126,532190,8284
ES17,15866,170,536162,7510
SA6,17393,420,566912,9269
SA5,18555,39,575356,8284
ES16,19923,239,601577,6806
ES15,20185,261,609307,6435
ES14,20185,273,609368,5431
ES15,20185,288,609448,6435
ES15,20556,168,623960,6435
ES15,20569,284,624629,6435
ES14,20570,299,625454,5431
SA4,20573,1021,626650,7509
SA3,20614,225,631700,6822
SA3,20892,48,640876,6822
ES14,21196,75,653215,5431
ES15,21597,2272,664062,6435
ES14,21597,206,665788,5431
ES4,21779,24,669426,6863
ES6,21874,17,670359,6865
ES5,21901,8,670602,6864
ES6,21928,13,670981,6865
ES5,22594,7,673831,6864
ES22,22781,138,675238,13539
SA1,22895,22,676088,5428
SA8,22956,9,676428,12010
SA7,22956,7,676429,10556
SA1,23371,12,677968,5428
SA1,23372,5,678105,5428
ES21,25787,276,692864,12008
ES21,25787,270,692876,12008
ES21,25787,256,692904,12008
ES17,26935,166,701166,7510
SA9,28263,125,716916,13892
ES17,29504,22,730613,7510
SA6,31046,706,740897,9269
SA5,31046,464,740977,8284
SA5,31046,458,741293,8284
ES17,31155,261,743023,7510
ES17,31155,259,743034,7510
SA1,32934,1,754022,5428
SA8,37950,189,763506,12010
SA8,37950,188,763509,12010
SA8,38117,181,766786,12010
SA7,38340,176,770250,10556
SA7,38340,172,770260,10556
ES17,38340,125,770285,7510
SA3,38340,107,770319,6822
SA7,38349,301,770704,10556
SA9,38597,145,777187,13892
SA8,38597,140,777202,12010
SA8,38597,139,777205,12010
SA9,38597,136,777214,13892
SA8,38597,135,777217,12010
SA8,38599,120,777335,12010
SA8,38599,115,777350,12010
SA4,38599,51,777391,7509
SA8,38704,121,778951,12010
SA8,38704,119,778957,12010
SA8,38704,116,778966,12010
SA8,39133,107,781213,12010
ES7,39604,6,784135,6866
SA6,48445,158,851806,9269
SA5,48449,153,851963,8284
ES17,48601,161,855168,7510
ES17,48607,182,855587,7510
SA8,48666,129,860228,12010
SA8,48666,128,860231,12010
SA8,48666,127,860234,12010
SA8,48666,125,860240,12010
SA8,48666,123,860246,12010
ES18,49402,288,876108,8281
ES20,49434,866,877657,10553
ES17,49437,108,878573,7510
ES6,50799,7,897039,6865
SA1,50799,43,897050,5428
ES2,50800,15,897095,6861
ES15,52514,37,900613,6435
ES14,53328,10,904516,5431
ES17,53995,53,909641,7510
ES21,53995,155,909658,12008
SA6,55891,85,915212,9269
ES21,58955,206,916978,12008
SA8,60918,193,980127,12010
ES18,65205,175,1058137,8281
ES20,65580,266,1064007,10553
ES17,65943,11,1066175,7510
ES22,65960,4,1066279,13539
ES17,66000,5,1066569,7510
ES20,67414,39,1079616,10553
ES20,67613,37,1081265,10553
ES20,67709,79,1082612,10553
ES17,68815,170,1093268,7510
SA7,68844,83,1093624,10556
SA9,72726,532,1118885,13892
SA9,72726,530,1118891,13892
SA6,75514,52,1169832,9269
ES21,82917,148,1193118,12008
ES24,82996,52,1195398,16449
ES24,83682,201,1210458,16449
SA7,84245,115,1227341,10556
SA7,84322,98,1229025,10556
ES21,90670,91,1290408,12008
ES21,90707,47,1291472,12008
ES22,90707,46,1291474,13539
ES21,90718,69,1291739,12008
ES22,90839,114,1293839,13539
ES23,90926,58,1295300,14991
ES21,90958,153,1295736,12008
ES21,90958,156,1295755,12008
ES22,90968,142,1296234,13539
ES22,90998,45,1296766,13539
ES21,91075,140,1298199,12008
ES21,91075,137,1298205,12008
ES22,91075,134,1298211,13539
ES21,91228,114,1300939,12008
ES21,91275,35,1301796,12008
ES21,91275,34,1301798,12008
ES21,91275,33,1301800,12008
ES21,91275,32,1301802,12008
ES21,91278,105,1301936,12008
ES21,91288,75,1302311,12008
ES21,91469,118,1306534,12008
ES21,91520,714,1311265,12008
SA8,92194,115,1328764,12010
SA8,92238,80,1329702,12010
SA8,92279,89,1330834,12010
ES21,92628,328,1343502,12008
ES18,94864,1,1360815,8281
SA5,95699,11,1370653,8284
SA10,98671,86,1389162,14993
ES24,98843,59,1390246,16449
SA9,98935,80,1390963,13892
SA10,100005,121,1395073,14993
SA9,100404,89,1397030,13892
SA9,100422,108,1397188,13892
SA9,101209,116,1400268,13892
ES22,101518,87,1402346,13539
SA10,101579,89,1402700,14993
SA9,101714,72,1403557,13892
SA9,101750,63,1403850,13892
SA9,102061,99,1405071,13892
ES22,106310,47,1437563,13539
ES22,106646,103,1439621,13539
ES1,111680,22,1477928,6860
ES6,111688,7,1478021,6865
ES5,111693,6,1478078,6864
ES6,111705,4,1478148,6865
ES21,113868,394,1494896,12008
