trial,CID,SID,GID,TID
ES31,485310,15,5792898,41098
ES31,485333,34,5792994,41098
ES31,485333,40,5793000,41098
ES31,485333,44,5793004,41098
ES31,485340,28,5793038,41098
ES31,487034,32,5793057,41098
ES31,487077,31,5793096,41098
ES31,487324,48,5793283,41098
ES31,487376,12,5793334,41098
ES31,487458,21,5793395,41098
ES31,487756,12,5793490,41098
ES31,488149,15,5793549,41098
ES31,459354,115,5793725,41098
ES31,448392,95,5793757,41098
ES31,448401,202,5793764,41098
ES31,448401,203,5793765,41098
ES31,448401,212,5793774,41098
ES31,448403,122,5793798,41098
ES31,448409,179,5793839,41098
ES31,448409,183,5793843,41098
ES31,493058,25,5793893,41098
ES31,493099,13,5793912,41098
ES31,494370,27,5794156,41098
ES31,494370,28,5794157,41098
ES31,494425,23,5794159,41098
ES31,494522,18,5794173,41098
ES31,492641,40,5794452,41098
ES31,492642,39,5794455,41098
ES31,492644,17,5794465,41098
ES31,492644,18,5794466,41098
ES31,492650,31,5794488,41098
ES31,492651,23,5794494,41098
ES31,492655,41,5794506,41098
ES31,499156,17,5794630,41098
ES31,487192,32,5794687,41098
ES31,480813,22,5796773,41098
ES31,480829,83,5796834,41098
ES32,480829,85,5849420,41481
ES32,480829,88,5849423,41481
ES32,509166,56,5993501,41481
ES32,510133,26,5993661,41481
ES32,510133,29,5993664,41481
ES32,510135,41,5993674,41481
ES32,510144,71,5993721,41481
ES32,510149,61,5993762,41481
ES32,510149,67,5993768,41481
ES32,510165,60,5993849,41481
ES32,510174,83,5993895,41481
ES32,510201,41,5993957,41481
ES32,510203,18,5993965,41481
ES32,510210,42,5994020,41481
ES32,510238,57,5994170,41481
ES32,510268,30,5994277,41481
ES32,510268,32,5994279,41481
ES32,510268,33,5994280,41481
ES32,510270,44,5994285,41481
ES32,510270,46,5994287,41481
ES32,510270,47,5994288,41481
ES32,510273,41,5994312,41481
ES32,510273,42,5994313,41481
ES32,510283,51,5994383,41481
ES32,510302,45,5994462,41481
ES32,510302,48,5994465,41481
ES32,510311,66,5994557,41481
ES32,503062,49,5994789,41481
ES32,503162,26,5994921,41481
ES32,509197,55,5994998,41481
ES32,510153,75,5995117,41481
ES32,510232,49,5995182,41481
ES32,509031,37,5995318,41481
ES32,509032,17,5995324,41481
ES32,509458,30,5995469,41481
ES32,509552,17,5995590,41481
ES32,509557,30,5995599,41481
ES32,509559,12,5995610,41481
ES32,509570,28,5995641,41481
ES32,509641,22,5995714,41481
ES32,509692,17,5995732,41481
ES32,503835,19,5996632,41481
ES32,502905,19,5996730,41481
ES32,510167,38,5996837,41481
ES32,510186,14,5996838,41481
ES15,33989,230,5997095,6435
ES17,33989,235,5997100,7510
SA19,512755,69,5999970,120235
SA19,512797,154,5999989,120235
SA19,512844,121,6000027,120235
SA19,512786,100,6000219,120235
SA19,512908,124,6000229,120235
SA19,512908,133,6000238,120235
SA19,504237,155,6000355,120235
SA19,504237,165,6000365,120235
SA19,504248,70,6000384,120235
SA19,504248,76,6000390,120235
SA19,504250,113,6000404,120235
SA19,504457,64,6000537,120235
SA19,506887,98,6000614,120235
SA19,506887,101,6000617,120235
SA19,506887,103,6000619,120235
SA19,506887,107,6000623,120235
SA19,506898,48,6000648,120235
SA19,507062,97,6000906,120235
SA19,507062,100,6000909,120235
SA19,507064,86,6000917,120235
SA19,507102,57,6000973,120235
SA19,506830,98,6001013,120235
SA19,506830,101,6001016,120235
SA19,495230,91,6001072,120235
SA19,495241,91,6001093,120235
SA19,495447,74,6001172,120235
SA19,495447,81,6001179,120235
SA19,285851,1382,6001235,120235
SA19,504090,84,6001239,120235
SA19,504090,85,6001240,120235
SA19,494935,32,6001357,120235
SA19,494965,49,6001439,120235
SA19,494983,41,6001457,120235
SA19,495073,28,6001472,120235
SA19,495915,79,6001556,120235
SA19,496026,97,6001639,120235
SA19,496026,99,6001641,120235
SA19,496027,103,6001643,120235
SA19,496027,105,6001645,120235
SA19,496096,35,6001669,120235
SA19,512743,133,6001847,120235
SA19,494961,50,6001910,120235
SA19,494961,52,6001912,120235
SA23,448392,208,6085788,44618
SA21,520118,20,6174798,42581
ES33,520200,58,6174847,41928
ES33,520211,26,6174858,41928
SA21,520211,27,6174859,42581
ES33,520218,33,6174867,41928
SA21,520220,12,6174877,42581
ES34,520227,41,6174884,42576
ES33,520227,43,6174886,41928
SA21,520235,16,6174892,42581
ES34,520259,27,6174901,42576
ES33,520259,29,6174903,41928
ES33,520698,31,6174949,41928
ES33,520762,43,6175022,41928
ES33,520792,46,6175076,41928
ES33,520845,19,6175216,41928
ES33,520860,23,6175234,41928
ES33,520973,48,6175411,41928
ES33,520976,61,6175439,41928
ES34,515867,15,6175662,42576
ES33,516107,102,6175947,41928
ES33,516338,29,6175962,41928
ES34,516338,30,6175963,42576
ES33,516365,26,6176022,41928
SA21,516631,60,6176213,42581
SA21,516634,44,6176224,42581
ES33,516676,70,6176308,41928
SA21,516693,22,6176360,42581
ES33,516715,24,6176409,41928
ES33,516782,44,6176558,41928
ES34,516927,23,6176829,42576
SA21,516958,14,6176870,42581
ES33,520059,44,6176914,41928
SA21,520170,72,6177005,42581
ES33,520372,75,6177148,41928
ES33,520376,56,6177174,41928
ES33,520469,31,6177395,41928
ES33,520478,78,6177447,41928
SA21,520509,33,6177544,42581
SA21,520525,70,6177552,42581
SA21,520526,98,6177563,42581
ES33,520543,37,6177595,41928
ES33,520543,40,6177598,41928
ES33,520553,104,6177648,41928
ES33,520071,17,6177828,41928
ES33,520071,23,6177834,41928
ES33,520906,39,6177947,41928
ES33,520906,43,6177951,41928
SA21,521024,46,6178040,42581
ES33,521033,50,6178095,41928
SA21,516624,40,6178247,42581
ES33,516463,89,6178402,41928
ES33,516534,60,6178517,41928
ES33,516539,55,6178533,41928
ES33,516549,29,6178556,41928
ES33,516817,20,6178875,41928
SA21,516827,52,6178888,42581
ES33,520984,24,6178935,41928
SA21,520091,60,6178972,42581
ES33,520091,61,6178973,41928
ES33,520167,40,6178997,41928
ES33,520073,20,6179118,41928
ES33,521063,67,6179220,41928
ES33,516587,41,6179222,41928
ES33,516587,46,6179227,41928
SA20,522741,194,6278810,120529
SA20,522741,195,6278811,120529
SA20,522811,30,6278849,120529
SA20,522931,40,6278940,120529
SA20,522931,42,6278942,120529
SA20,522931,43,6278943,120529
SA20,522955,107,6278982,120529
SA20,522977,1253,6279005,120529
SA20,517169,36,6279186,120529
SA20,517201,66,6279213,120529
SA20,517201,67,6279214,120529
SA20,517338,197,6279341,120529
SA20,514487,56,6279585,120529
SA20,512788,49,6279600,120529
SA20,522317,85,6279628,120529
SA20,522317,88,6279631,120529
SA20,522317,89,6279632,120529
SA20,522326,335,6279671,120529
SA20,522437,184,6279825,120529
SA20,522437,188,6279829,120529
SA20,522437,189,6279830,120529
SA20,512886,49,6280037,120529
SA20,512126,121,6280095,120529
SA20,512126,125,6280099,120529
SA20,512126,129,6280103,120529
SA20,512148,49,6280120,120529
SA20,512148,50,6280121,120529
SA20,522740,124,6280144,120529
SA20,523019,88,6280202,120529
SA20,517174,106,6280250,120529
SA20,518884,49,6280379,120529
SA20,517413,103,6280455,120529
SA20,518959,58,6280483,120529
SA20,517568,109,6280551,120529
SA20,517568,111,6280553,120529
SA20,528177,62,6280578,120529
SA20,528177,67,6280583,120529
SA20,527264,79,6280588,120529
SA20,527264,82,6280591,120529
ES22,54384,388,6309121,13539
ES34,524489,75,6332960,42576
ES34,524603,69,6334286,42576
ES34,524663,65,6334696,42576
ES34,525188,91,6336482,42576
ES34,525190,56,6336494,42576
ES34,525282,73,6337034,42576
ES34,525306,71,6337327,42576
ES34,525326,69,6337624,42576
ES34,525407,67,6338512,42576
ES34,525542,39,6342011,42576
ES34,532679,28,6414818,42576
ES34,532773,74,6415095,42576
ES34,532774,60,6415108,42576
ES34,532785,48,6415172,42576
ES34,533074,55,6415627,42576
ES34,533110,80,6415761,42576
ES34,533127,55,6415827,42576
ES34,533130,80,6415858,42576
ES34,533135,19,6415882,42576
ES34,533164,91,6415924,42576
ES34,533205,55,6416011,42576
ES34,533375,38,6416482,42576
ES34,532644,68,6416942,42576
ES34,532651,35,6416954,42576
ES34,532780,57,6417113,42576
ES34,532780,61,6417117,42576
ES34,532924,71,6417209,42576
ES34,532927,55,6417213,42576
ES34,524439,60,6417572,42576
ES34,524442,64,6417583,42576
ES34,524444,65,6417590,42576
ES34,524511,46,6417649,42576
ES34,524512,74,6417653,42576
ES34,524756,52,6417794,42576
SA21,533947,122,6424301,42581
SA21,533947,133,6424312,42581
SA21,534024,141,6424402,42581
SA21,534025,131,6424422,42581
SA21,534026,157,6424425,42581
SA21,534026,166,6424434,42581
SA21,534098,133,6424629,42581
SA20,522740,208,6424850,120529
SA20,522319,120,6424861,120529
SA20,522319,122,6424863,120529
SA20,517316,64,6424879,120529
ES35,532782,64,6463812,43890
ES35,532786,61,6463832,43890
SA21,525936,103,6487396,42581
SA21,526295,54,6487525,42581
SA21,526311,55,6487536,42581
SA22,540863,38,6565465,43891
SA22,540897,33,6565553,43891
ES35,540929,32,6565632,43890
ES35,541136,44,6566775,43890
SA22,541137,21,6566784,43891
SA22,541252,35,6567274,43891
SA22,541276,22,6567383,43891
SA22,536829,48,6567939,43891
ES35,536277,18,6568075,43890
SA22,536399,15,6568153,43891
ES35,536455,21,6568200,43890
ES35,536610,53,6568341,43890
SA22,536610,54,6568342,43891
SA22,536614,25,6568347,43891
ES35,536724,10,6568374,43890
ES35,536736,12,6568389,43890
SA22,536858,25,6568710,43891
SA22,537247,44,6569526,43891
SA21,534008,82,6624336,42581
SA21,534074,103,6624365,42581
SA21,534228,114,6624383,42581
SA21,534533,199,6624392,42581
SA21,533984,46,6624406,42581
SA21,534051,97,6624429,42581
SA21,534563,127,6624440,42581
SA21,534608,130,6624455,42581
SA21,534512,210,6624504,42581
SA21,537343,203,6624544,42581
SA21,537376,32,6624585,42581
SA21,537391,18,6624594,42581
SA21,537391,19,6624595,42581
SA22,540634,65,6679102,43891
ES35,541055,44,6679501,43890
SA22,541070,40,6679532,43891
ES35,541186,63,6679707,43890
SA22,541262,110,6679848,43891
SA22,541288,134,6679883,43891
SA22,541305,80,6679927,43891
ES35,541310,84,6679937,43890
ES35,541325,47,6679959,43890
SA22,540582,80,6680187,43891
ES35,540932,76,6680599,43890
ES35,540603,76,6680725,43890
ES35,540618,69,6680727,43890
SA22,540635,88,6680738,43891
ES35,540940,49,6680812,43890
ES35,541024,54,6680863,43890
ES35,541053,48,6680905,43890
ES35,541056,62,6680913,43890
ES35,541067,23,6680937,43890
ES35,541079,49,6680947,43890
SA22,541081,42,6680962,43891
ES35,541081,47,6680967,43890
SA22,541098,55,6680977,43891
ES35,541193,147,6681194,43890
ES35,541282,99,6681419,43890
ES35,541288,166,6681462,43890
SA22,541341,81,6681576,43891
SA22,541345,137,6681594,43891
ES35,536359,76,6681793,43890
ES35,536360,106,6681798,43890
ES35,536394,51,6681820,43890
ES35,536413,95,6681853,43890
ES35,536531,73,6681899,43890
SA22,536531,82,6681908,43891
ES35,536753,38,6682188,43890
SA22,537001,74,6682839,43891
ES35,537021,89,6682903,43890
ES35,537025,35,6682916,43890
SA22,537037,58,6682935,43891
ES35,537040,66,6682939,43890
ES35,536265,111,6683402,43890
ES35,536280,53,6683456,43890
ES35,536307,78,6683482,43890
SA22,536310,61,6683490,43891
ES35,536349,111,6683513,43890
SA22,536399,74,6683597,43891
ES35,536424,64,6683614,43890
ES35,536958,42,6684036,43890
ES35,536996,215,6684107,43890
SA22,536996,271,6684163,43891
SA22,536997,66,6684197,43891
SA22,537019,38,6684207,43891
ES35,537056,52,6684265,43890
ES35,537241,94,6684333,43890
SA22,537241,108,6684347,43891
ES36,541409,61,6688880,44617
SA23,541134,137,6688933,44618
SA23,541193,172,6689407,44618
ES36,536996,295,6689550,44617
ES36,536360,151,6689579,44617
SA22,543390,56,6690535,43891
SA22,543422,94,6690578,43891
SA22,543442,73,6690599,43891
SA22,543445,75,6690606,43891
SA22,543572,113,6690805,43891
SA22,539061,89,6691327,43891
ES35,543421,109,6691533,43890
SA22,543047,15,6691746,43891
SA22,538818,67,6692002,43891
SA22,539008,91,6692251,43891
SA22,543801,73,6692326,43891
SA22,543803,145,6692338,43891
SA22,543803,152,6692345,43891
SA23,553118,42,6861663,44618
SA23,552963,67,6931304,44618
ES36,553005,107,6931353,44617
SA23,553147,48,6931425,44618
ES36,553147,50,6931427,44617
ES36,553151,46,6931430,44617
ES36,545670,52,6931781,44617
ES36,546014,119,6932080,44617
SA23,546028,70,6932110,44618
ES36,546418,38,6932358,44617
ES36,546469,39,6932458,44617
SA23,546474,38,6932463,44618
SA23,546507,66,6932534,44618
ES36,546670,43,6932999,44617
ES36,556670,10,6933182,44617
ES36,556684,19,6933207,44617
SA23,556941,20,6933400,44618
ES36,556944,29,6933422,44617
ES36,557013,10,6933471,44617
ES36,557026,14,6933497,44617
ES36,557029,15,6933507,44617
ES36,559529,34,6933863,44617
ES36,559531,5,6933866,44617
SA23,559534,21,6933876,44618
SA23,559568,26,6933957,44618
SA23,559568,28,6933959,44618
ES36,559569,19,6933960,44617
SA23,559569,22,6933963,44618
SA23,559582,23,6934008,44618
SA23,559582,24,6934009,44618
ES36,559670,16,6934151,44617
ES36,559675,28,6934167,44617
SA23,559698,16,6934232,44618
ES36,559699,13,6934236,44617
ES36,559700,8,6934241,44617
SA23,559745,8,6934335,44618
ES36,559812,21,6934406,44617
ES36,559836,18,6934427,44617
ES36,560060,19,6934689,44617
SA23,560562,15,6934881,44618
ES36,560623,14,6934907,44617
SA23,558161,23,6934920,44618
ES36,552091,11,6934955,44617
SA23,549495,18,6935205,44618
SA23,549534,14,6935215,44618
SA23,549676,18,6935268,44618
SA23,553005,127,6935652,44618
ES36,553108,47,6935757,44617
ES36,553164,70,6935866,44617
SA23,553269,65,6935950,44618
ES36,553303,70,6935965,44617
ES36,553303,73,6935968,44617
ES36,553410,32,6936054,44617
SA23,553610,93,6936362,44618
SA23,545879,87,6937035,44618
SA23,546345,50,6937384,44618
ES36,546349,57,6937396,44617
ES36,546353,47,6937420,44617
ES36,546407,41,6937552,44617
ES36,546469,40,6937850,44617
ES36,546470,29,6937851,44617
ES36,546507,83,6937974,44617
ES36,546724,27,6938535,44617
SA23,552109,29,6938585,44618
SA23,552172,20,6938628,44618
SA23,554318,37,6938691,44618
SA23,554334,25,6938711,44618
SA23,554334,27,6938713,44618
SA23,549452,19,6938774,44618
SA23,549538,19,6938783,44618
SA23,549549,48,6938799,44618
SA23,549636,28,6938834,44618
ES36,549122,26,6938851,44617
ES36,549129,33,6938863,44617
SA23,549148,55,6938891,44618
SA23,554136,19,6938934,44618
SA23,554181,24,6938947,44618
SA23,548967,40,6938973,44618
ES36,561107,26,6939838,44617
SA23,561142,18,6939864,44618
SA23,552592,10,6939896,44618
SA23,552597,17,6939899,44618
SA23,552597,20,6939902,44618
SA23,549913,16,6939929,44618
ES36,552545,23,6939938,44617
SA23,552587,637,6939941,44618
SA24,566446,47,7044357,45329
ES37,565932,57,7044800,45328
SA24,565938,44,7044811,45329
ES37,565988,51,7044885,45328
SA24,565988,52,7044886,45329
SA24,566584,70,7045116,45329
ES37,566170,42,7045271,45328
ES37,562011,68,7045950,45328
SA24,562158,35,7046099,45329
SA24,562173,33,7046204,45329
SA24,562464,46,7046390,45329
ES37,562580,42,7046782,45328
ES37,562707,52,7047479,45328
ES37,562714,64,7047560,45328
ES37,562716,39,7047568,45328
SA24,562726,49,7047610,45329
SA24,564852,38,7048427,45329
ES37,541185,105,7048518,45328
SA24,561918,65,7170918,45329
ES37,561980,95,7170962,45328
ES37,562092,72,7171118,45328
ES37,562159,71,7171238,45328
SA24,562182,62,7171325,45329
SA24,562442,78,7173452,45329
ES37,562509,77,7173723,45328
ES37,562540,17,7173803,45328
SA24,562565,61,7173851,45329
SA24,562680,31,7174199,45329
ES37,562694,35,7174267,45328
ES37,562695,38,7174270,45328
ES37,562704,39,7174314,45328
ES37,562704,45,7174320,45328
SA24,562707,97,7174330,45329
ES37,562708,89,7174342,45328
ES37,562708,96,7174349,45328
ES37,562708,98,7174351,45328
ES37,562715,47,7174396,45328
ES37,562718,92,7174418,45328
ES37,562718,95,7174421,45328
SA24,562727,90,7174519,45329
SA24,562728,67,7174535,45329
ES37,562732,44,7174570,45328
SA24,562743,19,7174590,45329
ES37,562743,20,7174591,45328
SA24,562769,94,7174653,45329
SA24,562769,97,7174656,45329
ES37,562769,98,7174657,45328
ES37,562791,50,7174701,45328
ES37,562793,68,7174709,45328
SA24,562842,44,7175809,45329
ES37,556677,27,7175970,45328
SA24,556687,52,7176013,45329
SA24,556689,62,7176031,45329
SA24,556706,85,7176119,45329
SA24,556889,98,7176407,45329
ES37,556981,36,7176565,45328
ES37,557026,42,7176616,45328
ES37,557027,47,7176624,45328
SA24,557029,75,7176640,45329
ES37,557029,79,7176644,45328
ES37,557126,24,7176774,45328
ES37,557128,62,7176779,45328
ES37,559592,24,7177198,45328
ES37,559622,49,7177282,45328
SA24,559674,58,7177352,45329
SA24,559752,48,7177571,45329
SA24,559774,68,7177601,45329
SA24,559885,12,7177692,45329
SA24,559930,22,7177772,45329
SA24,560000,39,7177875,45329
SA24,559882,56,7178353,45329
SA24,566455,11,7178454,45329
SA24,566473,59,7178485,45329
ES37,565708,10,7178541,45328
SA24,565708,11,7178542,45329
SA24,565724,59,7178551,45329
SA24,565839,57,7178584,45329
SA24,565864,44,7178598,45329
ES37,565940,15,7178612,45328
SA24,566497,16,7178630,45329
ES37,566519,86,7178649,45328
ES37,566528,19,7178651,45328
ES37,566549,114,7178692,45328
SA24,566610,17,7178731,45329
SA24,566625,19,7178734,45329
SA24,566158,13,7178764,45329
ES37,562712,44,7179800,45328
SA24,562713,70,7179805,45329
ES37,562714,91,7179812,45328
SA24,562758,34,7179819,45329
ES38,571439,20,7310216,46171
ES38,571496,80,7310280,46171
SA25,571496,82,7310282,46172
ES38,571655,54,7310423,46171
SA25,571838,65,7310704,46172
ES38,571845,28,7310723,46171
SA25,571856,38,7310785,46172
ES38,571869,41,7310807,46171
SA25,571875,33,7310835,46172
SA25,571879,63,7310893,46172
ES38,571880,33,7310905,46171
ES38,571955,24,7311077,46171
ES38,572131,22,7311612,46171
SA25,572220,75,7311894,46172
ES38,572221,22,7311895,46171
SA25,572332,53,7312223,46172
ES38,569774,36,7312360,46171
ES38,569784,18,7312378,46171
ES38,570496,52,7312934,46171
SA25,570506,34,7312955,46172
ES38,570548,36,7313028,46171
ES38,570757,42,7313462,46171
SA25,570871,47,7313724,46172
ES38,570894,96,7313804,46171
ES38,570894,98,7313806,46171
ES38,571336,43,7395694,46171
SA25,571371,83,7395822,46172
ES38,571408,35,7395899,46171
ES38,571452,60,7396039,46171
SA25,571476,53,7396104,46172
ES38,571496,143,7396133,46171
ES38,571496,153,7396143,46171
ES38,571512,31,7396161,46171
SA25,571525,21,7396194,46172
SA25,571528,31,7396209,46172
ES38,571540,35,7396228,46171
ES38,571543,30,7396235,46171
ES38,571586,56,7396355,46171
ES38,571701,72,7396550,46171
SA25,571755,33,7396624,46172
SA25,571768,23,7396638,46172
SA25,571768,24,7396639,46172
ES38,571821,38,7396710,46171
ES38,571858,57,7396745,46171
SA25,572074,96,7397372,46172
SA25,572119,43,7397687,46172
SA25,572130,64,7397728,46172
SA25,572161,69,7397815,46172
SA25,572237,56,7398212,46172
SA25,572239,99,7398245,46172
SA25,572273,40,7398376,46172
SA25,569807,56,7398701,46172
SA25,569893,83,7398846,46172
SA25,570023,63,7399014,46172
ES38,570064,21,7399072,46171
SA25,570151,32,7399179,46172
SA25,570443,21,7399267,46172
SA25,570471,67,7399345,46172
SA25,570521,39,7399399,46172
SA25,570522,76,7399413,46172
ES38,570529,24,7399442,46171
SA25,570545,93,7399485,46172
ES38,570547,57,7399497,46171
SA25,570575,37,7399541,46172
SA25,570576,66,7399548,46172
SA25,570589,56,7399578,46172
SA25,570613,111,7399636,46172
SA25,570613,112,7399637,46172
ES38,570615,56,7399645,46171
ES38,570616,63,7399653,46171
SA25,570649,52,7399712,46172
ES38,570714,41,7399829,46171
SA25,570714,44,7399832,46172
ES38,570723,66,7399875,46171
ES38,570758,81,7399966,46171
SA25,570812,83,7400091,46172
ES38,570881,32,7400337,46171
ES38,570937,36,7400442,46171
ES38,570937,40,7400446,46171
ES38,570939,135,7400458,46171
ES38,570939,137,7400460,46171
ES38,570939,144,7400467,46171
SA25,570942,52,7400491,46172
SA25,568431,40,7400579,46172
ES38,568459,64,7400602,46171
SA25,568487,34,7400624,46172
ES38,568517,38,7400679,46171
SA25,568540,16,7400700,46172
SA25,568590,20,7400738,46172
SA25,568608,50,7400748,46172
ES38,568630,33,7400769,46171
ES38,568630,35,7400771,46171
ES37,343585,179,7694609,45328
ES34,516361,518,7806808,42576
